id,title,difficulty,freq,listName,tags
1428,"=HYPERLINK(""https://leetcode.com/problems/leftmost-column-with-at-least-a-one/"",""Leftmost Column with at Least a One"")",Medium,33.054543174717196,fb,|Array|Binary Search|Matrix|Interactive|
1448,"=HYPERLINK(""https://leetcode.com/problems/count-good-nodes-in-binary-tree/"",""Count Good Nodes in Binary Tree"")",Medium,72.63422401752875,msft,|Tree|Depth-First Search|Breadth-First Search|Binary Tree|
1481,"=HYPERLINK(""https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals/"",""Least Number of Unique Integers after K Removals"")",Medium,58.080382087601635,amzn,|Array|Hash Table|Greedy|Sorting|Counting|
1492,"=HYPERLINK(""https://leetcode.com/problems/the-kth-factor-of-n/"",""The kth Factor of n"")",Medium,58.233067939933925,amzn,|Math|
1499,"=HYPERLINK(""https://leetcode.com/problems/max-value-of-equation/"",""Max Value of Equation"")",Hard,31.527437283987503,goog,|Array|Queue|Sliding Window|Heap (Priority Queue)|Monotonic Queue|
1509,"=HYPERLINK(""https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves/"",""Minimum Difference Between Largest and Smallest Value in Three Moves"")",Medium,52.02425364349024,goog,|Array|Greedy|Sorting|
1525,"=HYPERLINK(""https://leetcode.com/problems/number-of-good-ways-to-split-a-string/"",""Number of Good Ways to Split a String"")",Medium,27.01966948820072,goog,|String|Dynamic Programming|Bit Manipulation|
1537,"=HYPERLINK(""https://leetcode.com/problems/get-the-maximum-score/"",""Get the Maximum Score"")",Hard,34.451083273159156,amzn,|Array|Two Pointers|Dynamic Programming|Greedy|
1548,"=HYPERLINK(""https://leetcode.com/problems/the-most-similar-path-in-a-graph/"",""The Most Similar Path in a Graph"")",Hard,21.420529088493094,goog,|Dynamic Programming|Graph|
1570,"=HYPERLINK(""https://leetcode.com/problems/dot-product-of-two-sparse-vectors/"",""Dot Product of Two Sparse Vectors"")",Medium,68.47698786214107,fb,|Array|Hash Table|Two Pointers|Design|
1578,"=HYPERLINK(""https://leetcode.com/problems/minimum-deletion-cost-to-avoid-repeating-letters/"",""Minimum Deletion Cost to Avoid Repeating Letters"")",Medium,52.14032325115346,msft,|Array|String|Dynamic Programming|Greedy|
1603,"=HYPERLINK(""https://leetcode.com/problems/design-parking-system/"",""Design Parking System"")",Easy,27.615733119910807,amzn,|Design|Simulation|Counting|
1610,"=HYPERLINK(""https://leetcode.com/problems/maximum-number-of-visible-points/"",""Maximum Number of Visible Points"")",Hard,39.14818230595382,goog,|Array|Math|Geometry|Sliding Window|Sorting|
1615,"=HYPERLINK(""https://leetcode.com/problems/maximal-network-rank/"",""Maximal Network Rank"")",Medium,35.057925384594604,msft,|Graph|
1628,"=HYPERLINK(""https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function/"",""Design an Expression Tree With Evaluate Function"")",Medium,30.03702329698425,amzn,|Math|Stack|Tree|Design|Binary Tree|
1647,"=HYPERLINK(""https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/"",""Minimum Deletions to Make Character Frequencies Unique"")",Medium,62.65957057783245,msft,|String|Greedy|Sorting|
1648,"=HYPERLINK(""https://leetcode.com/problems/sell-diminishing-valued-colored-balls/"",""Sell Diminishing-Valued Colored Balls"")",Medium,47.20246291760603,amzn,|Array|Math|Binary Search|Greedy|Sorting|Heap (Priority Queue)|
1650,"=HYPERLINK(""https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii/"",""Lowest Common Ancestor of a Binary Tree III"")",Medium,63.83514206856488,fb,|Hash Table|Tree|Binary Tree|
1710,"=HYPERLINK(""https://leetcode.com/problems/maximum-units-on-a-truck/"",""Maximum Units on a Truck"")",Easy,70.26369595345052,amzn,|Array|Greedy|Sorting|
1730,"=HYPERLINK(""https://leetcode.com/problems/shortest-path-to-get-food/"",""Shortest Path to Get Food"")",Medium,27.360913895147103,amzn,|Array|Breadth-First Search|Matrix|
1762,"=HYPERLINK(""https://leetcode.com/problems/buildings-with-an-ocean-view/"",""Buildings With an Ocean View"")",Medium,61.797578358224115,fb,|Array|Stack|Monotonic Stack|
1776,"=HYPERLINK(""https://leetcode.com/problems/car-fleet-ii/"",""Car Fleet II"")",Hard,20.05752159350352,goog,|Array|Math|Stack|Heap (Priority Queue)|Monotonic Stack|
1822,"=HYPERLINK(""https://leetcode.com/problems/sign-of-the-product-of-an-array/"",""Sign of the Product of an Array"")",Easy,66.38492123912373,msft,|Array|Math|
1834,"=HYPERLINK(""https://leetcode.com/problems/single-threaded-cpu/"",""Single-Threaded CPU"")",Medium,38.91796757724856,goog,|Array|Sorting|Heap (Priority Queue)|
1877,"=HYPERLINK(""https://leetcode.com/problems/minimize-maximum-pair-sum-in-array/"",""Minimize Maximum Pair Sum in Array"")",Medium,21.701091586567465,goog,|Array|Two Pointers|Greedy|Sorting|
1882,"=HYPERLINK(""https://leetcode.com/problems/process-tasks-using-servers/"",""Process Tasks Using Servers"")",Medium,41.262255207984346,goog,|Array|Heap (Priority Queue)|
1915,"=HYPERLINK(""https://leetcode.com/problems/number-of-wonderful-substrings/"",""Number of Wonderful Substrings"")",Medium,19.99326469810036,amzn,|Hash Table|String|Bit Manipulation|Prefix Sum|
1937,"=HYPERLINK(""https://leetcode.com/problems/maximum-number-of-points-with-cost/"",""Maximum Number of Points with Cost"")",Medium,27.34894227706785,goog,|Array|Dynamic Programming|
2007,"=HYPERLINK(""https://leetcode.com/problems/find-original-array-from-doubled-array/"",""Find Original Array From Doubled Array"")",Medium,24.5701945634503,goog,|Array|Hash Table|Greedy|Sorting|
